word,freq
takoyaki,1
karaage,1
appetizer,3
rock,1
respect,5
opening,2
mini,1
strip,1
vacancies,1
cashew,2
feeds,1
area,4
mmmmmmmmmmmmm,1
catfish,1
suck,1
skip,2
real,3
wing,2
expired,1
tonight,2
karhai,1
izakaya,1
menues,1
tooooooo,1
doubles,1
boneless,2
rings,1
super,1
battered,1
panang,2
uncomfortable,2
sometimes,2
taps,1
foodora,1
find,8
four,1
quesadillas,2
burritos,1
meaning,1
expect,3
matter,2
mere,1
j,1
prevent,1
tofu,5
used,6
hunanan,1
preserved,1
soya,1
beans,4
option,2
acknowledge,1
atrocious,1
rush,1
hence,1
flavour,7
spoke,3
feedback,1
sex,1
proven,1
belly,1
comeback,1
chance,3
platters,1
split,1
alcohol,2
forgotten,1
machine,2
blocks,1
old,2
prepaired,1
ugly,1
yakiiii,1
accountability,1
pretend,1
sense,1
reflects,1
rounded,1
cheaper,1
complaining,1
forget,2
deal,3
moved,2
midst,1
settled,1
reminded,2
dinners,1
driver,3
upstairs,1
pine,1
dynamite,1
picky,2
eater,1
denigrate,1
restaurants,2
rotten,2
bars,1
badly,1
priced,7
edamame,2
udon,3
trey,1
gets,4
man,6
muslims,1
cesar,1
brought,5
apologized,2
charged,5
hopeful,1
enough,1
perhaps,1
touch,1
vegan,2
reheated,2
egg,1
korma,2
hotter,1
sooo,2
visiting,2
country,2
poorly,1
disrespectfully,1
began,1
illicit,1
coffee,11
prompted,1
kick,2
informed,1
items,2
became,1
best,2
recollection,1
alot,2
choose,2
common,1
feeling,4
shit,3
inconsiderate,2
refund,4
matcha,1
undrinkable,1
scorching,1
eaton,2
spring,2
pita,2
work,6
skimped,1
cut,2
costs,1
opportunity,2
aroma,1
espresso,3
methinks,1
likely,1
chocolate,1
whatever,2
ratio,2
chat,1
barrista,1
overwhelmingly,1
steaks,1
seen,3
standards,1
subpar,1
memorable,1
uber,4
mushy,1
news,1
reopen,1
bout,1
winterlicious,2
january,1
management,3
accordingly,1
diners,1
beverley,1
va,2
noting,2
search,1
facebook,1
operation,1
til,2
doors,1
cleaning,1
knocked,1
verify,1
indicated,1
findings,1
cool,1
atomsphere,1
bruschetta,1
pressed,1
cubano,1
cuban,3
miami,1
reminds,1
jap,1
explosive,1
learn,2
tuesday,3
beers,1
step,1
summerlicious,1
last,2
yes,5
shitty,2
hiding,1
chickpeas,1
whole,1
foodcourt,1
unbelievably,1
memorized,1
describe,1
insulting,2
hated,1
choices,1
bathrooms,1
haddock,1
greasy,4
lobster,2
low,2
pub,1
nachos,1
soaking,2
oil,8
tv,1
screens,1
mind,3
korean,2
flavours,2
textures,1
margarita,1
visible,1
mec,1
trick,1
couple,2
pomegranate,1
named,1
daniel,1
latetasteless,1
ofcourse,1
unbelievable,2
vegetables,4
medicore,1
scale,1
lychee,1
gogi,1
berry,2
thoroughly,1
awfully,1
simulated,1
crab,1
biggest,1
turn,2
bucks,2
included,2
pops,1
custom,1
gentleman,1
wasting,1
preparing,1
pi,1
co,1
ruin,2
speak,3
patronage,1
bought,1
ate,5
liked,1
misfortune,1
overly,2
oily,3
somewhat,1
vibe,1
lacks,3
sucks,2
nobody,4
knows,1
watch,1
brazil,2
x,2
cameroon,1
placed,3
showing,2
mexico,1
wc,1
games,2
spent,1
changed,3
crazy,1
gra,1
daydream,1
large,1
coupons,1
moving,1
days,2
drive,2
prove,1
yeah,1
write,4
mushroom,2
tart,3
phyllo,1
dough,1
appetizeronly,1
mushrooms,1
stealing,1
pot,3
pie,3
keeps,3
repeated,1
foods,2
skipping,1
brazilian,1
smelled,5
tad,2
taxes,1
downtown,4
lox,1
cream,7
smoked,1
bagel,1
popped,1
sonething,1
advise,1
advising,1
cider,1
occasionally,1
dream,2
visit,2
substitute,2
slice,4
wounds,1
toast,1
addict,1
stolen,1
cc,1
couches,1
torn,1
bathrm,1
metal,1
greens,1
processed,1
costa,1
verde,1
rotisserie,1
decent,1
portuguese,1
bloor,2
w,2
god,5
lahmajun,1
cause,1
worried,1
shoddy,1
gushi,2
generous,2
juicy,3
flavourful,1
worked,1
tough,1
thinned,1
watery,2
peanut,1
mom,2
law,1
choice,2
shark,1
fin,1
rapid,1
decline,1
numbers,1
cruel,1
act,1
fins,1
tossing,1
living,1
detail,1
follow,2
instagram,1
blamed,2
surprise,1
extemely,1
teeeerrrible,1
noodles,10
reccomend,1
experiencehad,1
justify,1
marlee,1
dominos,1
box,2
fuck,3
brooklyn,1
style,1
replace,1
demands,1
satays,1
gristly,1
unfriendly,2
concern,1
stuck,2
ignored,1
proceeded,1
lengthy,1
conversation,2
font,1
shithole,1
relentless,1
ups,1
loss,1
explain,2
halibut,1
chips,3
breading,1
bordering,1
knife,1
pass,1
crusty,1
coconut,2
prompt,1
marinara,1
wayyyyyy,1
parmesan,2
needless,1
canceled,1
lying,1
telling,1
christmas,2
sells,1
merchandise,1
year,1
beg,1
hid,1
lied,1
overcharge,1
texting,1
ignoring,1
eggplant,1
choy,1
worship,1
yang,1
chow,2
lead,1
gotten,3
elsewhere,2
everyones,1
yam,1
veg,1
alway,1
packed,2
takes,4
pull,1
moment,1
cod,1
potato,1
fritters,1
squash,1
corn,3
marche,1
crepe,1
die,5
disappointment,3
display,1
buffet,1
delete,1
wrongly,1
entered,1
indigestion,1
betty,1
boop,1
episode,1
busy,1
purchase,2
shot,1
candle,1
cinnamon,1
chunks,1
momos,2
veggies,3
far,1
parkdale,1
hunger,1
gourmet,1
entertainment,1
crawlers,1
pop,1
baking,1
cares,1
topping,2
seafood,3
paella,1
overcooked,1
stays,1
cooking,3
slaps,1
burgers,2
item,2
dine,3
host,1
survive,1
thumbs,1
katsu,2
creamy,1
croquette,1
looks,3
fancy,1
eats,2
refugee,1
camps,1
sink,1
useless,1
washes,1
steamed,2
arriving,1
whats,1
shut,1
bringing,2
dragon,1
ur,1
otherwise,1
kicked,1
culture,1
volcano,1
bentowe,1
waiters,6
choke,1
death,1
refilled,1
spilt,1
hipsters,1
cooks,1
idiotic,1
egoism,1
traveled,2
minded,1
roasted,1
peppers,3
olive,1
amounted,1
spoons,1
entree,2
fettachini,1
mussels,2
wtf,1
break,1
hangs,1
absurd,1
sloppy,1
highest,1
rated,1
writing,1
bored,1
interest,1
ppl,1
hangout,1
boarded,1
taken,3
federal,1
fools,1
scratch,1
receiving,1
swore,1
hire,2
individuals,1
possible,1
saffron,1
spice,1
es,3
ahora,1
adelante,1
lugar,3
favorito,1
para,2
comer,2
delicias,1
llegamos,1
al,1
nos,2
recibieron,1
muy,3
bien,1
nuestras,1
dudas,1
sobre,1
cada,1
uno,1
los,2
platillos,2
pudiendo,1
elegir,1
con,2
seguridad,1
lo,2
mis,1
amigos,1
yo,1
ordenamos,1
lassi,1
precio,1
accesible,1
li,1
cio,1
mejor,1
puedes,1
pedir,1
todo,2
compartir,1
tus,1
maze,1
minimum,1
charge,5
kind,1
caked,2
cookers,1
huevos,1
rancheros,1
unmelted,1
unwarmed,1
utterly,1
uninspired,1
next,2
businesses,1
simple,2
equation,1
treating,2
preparation,1
unorganized,1
kinds,2
mistakes,1
club,1
carrot,2
cake,2
desert,2
brag,1
leftover,1
strips,1
turning,1
tikka,1
podium,1
approached,1
doubt,1
fail,2
despite,3
prime,1
kebabs,1
dreadful,1
smiles,1
necessity,1
regret,1
yoghurt,1
parfait,1
blueberries,2
workers,1
drops,1
snot,1
general,1
tso,1
mein,1
bouncer,1
brunch,2
horrid,1
screwed,2
quiche,1
size,2
iphone,1
fruit,1
june,1
post,1
sommes,2
rejoindre,1
peu,2
retard,3
groupe,1
assez,2
dizaine,1
personnes,1
avons,2
eu,1
saugrenue,1
vouloir,1
commander,1
quelque,1
chose,1
alors,3
certains,1
amis,1
avaient,1
franquette,1
non,2
nenni,1
vous,7
refusera,1
servir,1
proposera,1
allez,1
faire,1
voir,1
voyons,1
globale,1
inclus,1
question,1
accommoder,1
regardera,1
cette,1
distance,1
hautaine,1
hipster,1
bosse,1
obligation,1
unpleasant,2
single,1
elderly,1
effort,1
stand,1
fu,1
manchu,1
playa,1
hater,1
taiwanese,1
lettuce,1
wraps,1
lost,1
past,2
noticing,1
lighting,2
led,1
lights,1
depressing,1
unimportant,1
changes,1
affects,1
dimanche,1
soir,1
prendre,1
temps,1
venir,1
chercher,1
sa,1
pris,1
boeuf,1
khao,2
soi,1
surtout,1
saveurs,1
avions,1
sans,1
total,1
sauces,3
car,1
realized,2
awe,1
outrageous,1
volume,1
sports,1
soccer,2
offense,1
saag,1
gobhi,1
malai,1
kofta,1
karahi,1
kheer,1
test,1
rip,1
soysauce,1
duck,2
venison,1
elk,1
possibly,1
sloppily,1
rolled,1
dripped,1
wearing,1
skipped,1
postal,1
code,1
supplied,1
shockingly,1
mysterious,1
charges,1
afraid,1
groupon,4
ambience,1
specialty,1
rainforest,1
loves,1
hairs,1
plates,2
raising,1
issue,1
disrespectful,1
broth,2
lacklustre,1
harbod,1
liquors,1
parking,2
lie,1
turns,1
celebration,1
waits,1
remember,2
escalating,1
head,1
office,1
moxie,1
medium,1
switch,1
brutal,1
treats,1
joey,1
refill,1
disappeared,1
wi,1
hakka,2
bites,1
manchurian,1
image,1
self,2
favor,2
legend,1
markham,1
lawrence,1
less,1
taqueria,1
nearby,1
mucho,1
fall,1
morning,1
granola,1
saturday,1
asia,1
latin,1
traveling,1
flat,1
omelette,1
blahhh,1
beverage,1
onion,1
drunk,1
patrons,2
safety,2
hrs,1
audacity,1
flip,1
um,4
lanche,1
por,2
essas,1
vale,1
sentar,1
atendimento,1
bem,3
escolhe,1
quer,1
colocar,1
seu,1
com,2
hamburguer,2
e,4
monta,1
pra,2
inovaram,1
muitos,1
anos,1
quando,1
abriram,1
hamburgueria,1
colocando,1
molho,1
nome,1
da,3
turquia,1
tem,1
ervas,1
especiarias,1
diferencial,1
empresa,1
caseiro,1
uma,1
estrela,1
pois,1
realmente,1
faz,1
falta,1
algumas,1
mesas,1
poder,1
camel,1
detriment,1
brisket,1
saucy,1
implemented,1
policy,1
bao,2
kimchi,2
become,1
weekly,1
drop,1
balls,2
soooooooo,2
regularity,1
usually,1
answer,1
severely,1
swear,1
dripping,1
def,1
cutomer,1
steam,1
sour,1
solely,1
blame,1
boil,1
ok,1
nope,1
plan,1
toppers,1
nova,1
discount,1
communicated,1
bannock,1
airport,1
broccoli,1
coleslaw,1
fractions,1
party,2
job,1
figure,1
simply,1
fired,1
totally,1
explanation,1
points,1
express,1
satisfaction,1
specialize,1
experiences,1
row,1
concept,1
services,1
tip,2
complain,2
yelled,1
overall,2
inconsistent,1
often,1
great,1
gyoza,1
tuna,1
baked,1
vaziri,1
especially,1
enquire,1
cancelled,1
pickles,1
beastwich,1
annoying,1
pilaf,1
lasagna,1
homerun,1
flies,2
doesnt,2
staying,1
fill,1
container,1
abundance,1
prefer,1
slaw,1
dried,2
bitter,1
tim,1
theres,1
daves,1
im,1
wondering,1
dark,1
funny,1
honor,1
per,1
neighborhood,1
woman,2
ssooooo,1
wash,2
right,1
kale,1
quinoa,1
pico,1
gallo,1
basil,1
citrus,1
devoured,1
cuisine,1
banjara,1
kicks,2
samosas,1
inconvenient,1
cup,3
false,1
forced,1
extra,1
tax,1
purchased,1
actress,1
health,1
wandered,1
happened,1
talked,1
acted,1
holiday,1
excuse,1
doused,1
hanging,1
accommodate,2
move,1
tasting,1
aaron,1
limit,1
snooty,1
hell,1
hunt,1
mississauga,1
kfc,1
flour,1
amazed,1
problem,2
types,1
supposed,2
guessing,1
craze,1
buck,1
ayce,1
lids,1
bowls,1
forks,1
surprised,1
tostada,1
shared,1
noisy,1
greeted,2
besides,1
bragged,1
ball,1
el,1
peor,1
sitio,1
donde,1
comida,1
mala,1
servicio,1
upon,1
roywoods,1
deserved,1
update,1
ritual,1
week,1
radish,1
misunderstanding,1
error,1
correct,1
inpatient,1
miserably,1
easy,1
honey,1
warmer,1
peperoni,1
carne,1
truffle,1
peanuts,1
corner,1
nuff,1
specials,2
partners,1
live,1
ube,2
waffle,3
expecting,1
purple,2
coloring,1
bird,1
compare,1
cluck,1
july,1
violently,1
szechuan,1
generally,1
colder,1
assembly,1
passed,2
unenthusiastic,1
meatless,1
pepperoni,1
pitcher,1
cups,1
lailas,1
honestly,1
surly,1
pissed,1
combination,1
incredibly,1
hit,1
cannot,2
serviceable,1
wagamama,1
raviolli,1
powdered,1
nonsense,1
summer,1
sauteed,1
garoupa,1
cum,1
whatt,1
exist,1
mango,1
requested,1
additional,1
stingy,1
stir,1
ones,1
falsely,1
advertised,1
experienced,1
cast,1
iron,1
ill,1
state,1
reconsider,1
condition,1
delish,1
cheep,1
favorites,1
type,2
stores,1
ghetto,1
appearance,1
carbonara,1
lacked,1
icing,1
everybody,1
btw,1
whoever,1
promoting,1
unprofessional,1
cafes,1
daiko,1
promise,1
portugese,1
rasist,1
saugy,1
stoned,1
serious,1
tatziki,1
apple,3
sorbet,2
borderline,1
butt,1
jokes,1
inappropriate,1
tourist,1
trap,1
written,1
locals,1
relies,1
tourists,1
repeat,1
harmful,1
lower,1
grymma,1
var,1
flera,1
och,3
sjukt,1
gott,1
allt,1
gick,1
snabbt,1
artist,1
contacting,1
disagreeable,1
hefer,1
acts,1
insinuating,1
acquired,1
distaste,1
referencing,1
cows,1
docile,1
listless,1
cocktail,1
weenies,2
involving,1
stinks,1
dan,2
mian,1
xian,1
cured,1
bombarded,1
vinegary,1
hang,1
emphasized,1
dill,1
dipping,1
mouth,2
dent,1
wallet,1
areas,1
continuously,1
carried,1
dustpan,1
dog,1
legit,1
taro,1
sweet,1
asks,1
sahara,1
ketchup,1
covers,1
buddy,1
shake,1
solving,1
skills,1
logical,1
warped,1
defence,1
yell,1
dinning,1
veal,1
fattier,1
rib,1
specially,1
toujours,2
beaucoup,1
monde,1
fingers,1
sont,1
tout,1
dire,1
si,1
plats,1
emporter,1
ils,1
respectent,1
freezing,1
leaves,1
evening,1
auch,1
wenn,1
nordamerika,1
der,2
sehr,2
ist,1
sollte,1
nicht,2
umbedingt,1
eine,2
sache,1
mir,1
bei,1
gefallen,1
hat,1
nur,1
auswahl,1
zwischen,1
unterschiedlichen,1
fleisch,1
bison,1
sondern,1
sind,1
ebenfalls,1
frei,1
von,1
hormonen,1
und,3
kann,1
sich,1
das,1
den,1
selbst,1
zusammenstellen,1
sein,1
geschmackliches,1
gesamterlebnis,1
zu,2
wirklich,1
satt,2
werden,1
haben,1
wir,1
uns,1
noch,1
dazubestellt,1
waren,1
anschliessend,1
vollends,1
confused,1
congee,1
holding,1
liquid,1
redeliver,1
fault,1
addition,1
